,tag,device,epoch,steps,training_loss,val_loss,score
0,review,screen,0,50,368.33111572265625,387.42718505859375,0.8373702422145328
1,review,screen,0,50,368.33111572265625,387.42718505859375,0.8373702422145328
2,review,screen,0,50,368.33111572265625,387.42718505859375,0.8373702422145328
3,review,screen,0,50,368.33111572265625,387.42718505859375,0.8373702422145328
4,review,screen,0,50,368.33111572265625,387.42718505859375,0.4186851211072664
5,review,screen,0,50,368.33111572265625,387.42718505859375,0.8373702422145328
6,review,screen,0,50,368.33111572265625,387.42718505859375,0.9792387543252595
7,review,screen,0,50,368.33111572265625,387.42718505859375,0.3264129181084198
8,review,screen,0,50,368.33111572265625,387.42718505859375,0.9083044982698962
9,review,screen,0,50,368.33111572265625,387.42718505859375,1.0
10,review,screen,0,50,368.33111572265625,387.42718505859375,0.25
11,review,screen,0,50,368.33111572265625,387.42718505859375,0.9172458800984097
12,review,screen,0,50,368.33111572265625,387.42718505859375,1.0
13,review,screen,0,50,368.33111572265625,387.42718505859375,0.2
14,review,screen,0,50,368.33111572265625,387.42718505859375,0.9172458800984097
15,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.1930795847750865
16,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.1930795847750865
17,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.1930795847750865
18,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.4698961937716263
19,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.23494809688581314
20,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.36773141967376216
21,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.4698961937716263
22,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.1566320645905421
23,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.36773141967376216
24,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.8179930795847751
25,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.20449826989619377
26,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.5176485883318329
27,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.9494809688581315
28,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.1898961937716263
29,review,hdisk,0,50,368.33111572265625,387.42718505859375,0.5685150474145738
30,review,gcard,0,50,368.33111572265625,387.42718505859375,0.20622837370242214
31,review,gcard,0,50,368.33111572265625,387.42718505859375,0.20622837370242214
32,review,gcard,0,50,368.33111572265625,387.42718505859375,0.20622837370242214
33,review,gcard,0,50,368.33111572265625,387.42718505859375,0.3550173010380623
34,review,gcard,0,50,368.33111572265625,387.42718505859375,0.17750865051903114
35,review,gcard,0,50,368.33111572265625,387.42718505859375,0.30010373496046044
36,review,gcard,0,50,368.33111572265625,387.42718505859375,0.3550173010380623
37,review,gcard,0,50,368.33111572265625,387.42718505859375,0.11833910034602076
38,review,gcard,0,50,368.33111572265625,387.42718505859375,0.30010373496046044
39,review,gcard,0,50,368.33111572265625,387.42718505859375,0.5577854671280277
40,review,gcard,0,50,368.33111572265625,387.42718505859375,0.13944636678200692
41,review,gcard,0,50,368.33111572265625,387.42718505859375,0.38743123081894115
42,review,gcard,0,50,368.33111572265625,387.42718505859375,0.9121107266435986
43,review,gcard,0,50,368.33111572265625,387.42718505859375,0.18242214532871973
44,review,gcard,0,50,368.33111572265625,387.42718505859375,0.524502952136644
45,review,ram,0,50,368.33111572265625,387.42718505859375,0.42145328719723185
46,review,ram,0,50,368.33111572265625,387.42718505859375,0.42145328719723185
47,review,ram,0,50,368.33111572265625,387.42718505859375,0.42145328719723185
48,review,ram,0,50,368.33111572265625,387.42718505859375,0.6705882352941176
49,review,ram,0,50,368.33111572265625,387.42718505859375,0.3352941176470588
50,review,ram,0,50,368.33111572265625,387.42718505859375,0.5786399386060346
51,review,ram,0,50,368.33111572265625,387.42718505859375,0.9653979238754326
